stage_a_pass,n_eff,feature,mean_ic,ic_req,ic_ir,nw_tstat,ac1,p_binom,gap_ic,gap_nw_t,B1,B2,B3,B4
True,25.7,relative_strength,-0.026614275044428194,0.0042119879904795425,-0.11248641968552273,-18.746065423576926,-0.023788687673323088,0.015625,-0.01830336193997227,-12.929420358592237,True,True,True,True
True,25.7,short_term_reversal,0.03491470711907011,0.0042119879904795425,0.14851068512790164,24.48427558358344,-0.01247322040939399,0.015625,0.016925144721390454,11.874197848573791,True,True,True,True
True,25.7,funding_dispersion,0.004492645367431562,0.0042119879904795425,0.02511464461259144,4.207334001326719,-0.023309205846541923,0.109375,0.00321538655745152,3.017528673323276,True,True,False,False
