hold,rebalance,k_pct,exec_lag,cost,gross_sharpe,net_sharpe,ann_return,max_drawdown,turnover_annual,cost_drag_annual,n_bars
2,1,0.3,2,low,-0.26728081717456426,-6.819616848833313,-0.6544727604967902,-0.9593752076614177,5047.81960065845,1.0095639201316904,26398
2,1,0.3,2,med,-0.26728081717456426,-24.8055460432835,-0.9785020269367579,-0.9999905673577185,5047.81960065845,3.7858647004938386,26398
2,1,0.3,2,high,-0.26728081717456426,-49.12626931187864,-0.9995134889066642,-0.9999999998960912,5047.81960065845,7.571729400987677,26398
2,2,0.1,1,low,0.5476896733176471,-2.6483674086733404,-0.6849293840029385,-0.9803916145868142,6471.1659974240465,1.2942331994848097,26398
2,2,0.1,1,med,0.5476896733176471,-11.330344880992785,-0.9910568688016902,-0.9999993336930638,6471.1659974240465,4.853374498068035,26398
2,2,0.1,1,high,0.5476896733176471,-22.576962990678673,-0.9999308314662816,-0.9999999999997107,6471.1659974240465,9.70674899613607,26398
2,2,0.1,2,low,-0.5854570691329828,-3.916855044059668,-0.7975711152359959,-0.992300719201167,6470.834154102582,1.294166830820517,26398
2,2,0.1,2,med,-0.5854570691329828,-12.984491249072741,-0.9942515206303152,-0.9999998230931056,6470.834154102582,4.853125615576938,26398
2,2,0.1,2,high,-0.5854570691329828,-24.735530745106917,-0.9999555119438828,-0.9999999999999232,6470.834154102582,9.706251231153876,26398
2,2,0.2,1,low,0.7080448269215004,-4.038379197022164,-0.6350779490691658,-0.9586600607108119,5749.138138170641,1.149827627634128,26398
2,2,0.2,1,med,0.7080448269215004,-16.76835288508669,-0.9845812936240775,-0.999996544823471,5749.138138170641,4.311853603627981,26398
2,2,0.2,1,high,0.7080448269215004,-32.40363570149038,-0.9997946310007503,-0.9999999999922812,5749.138138170641,8.623707207255961,26398
2,2,0.2,2,low,-0.535217514882408,-5.48498172553329,-0.7277797610213554,-0.9805165253804685,5748.711482471614,1.1497422964943231,26398
2,2,0.2,2,med,-0.535217514882408,-18.78444882675154,-0.9884940648318901,-0.9999985676805493,5748.711482471614,4.311533611853711,26398
2,2,0.2,2,high,-0.535217514882408,-35.06641869032249,-0.9998466729843588,-0.9999999999968021,5748.711482471614,8.623067223707421,26398
2,2,0.3,1,low,0.9355583710168462,-4.710810973149316,-0.578362996610823,-0.9293261947609581,5076.297791154976,1.0152595582309953,26398
2,2,0.3,1,med,0.9355583710168462,-19.710063830175535,-0.9741945548104992,-0.9999836561633301,5076.297791154976,3.807223343366233,26398
2,2,0.3,1,high,0.9355583710168462,-37.42891334965338,-0.999429825831072,-0.9999999998324262,5076.297791154976,7.614446686732466,26398
