hold,rebalance,k_pct,exec_lag,cost,gross_sharpe,net_sharpe,ann_return,max_drawdown,turnover_annual,cost_drag_annual,n_bars
12,2,0.3,1,med,-0.6037937366910985,-9.258778051618052,-0.564449946795299,-0.9183749600193246,1031.3212777827518,0.773490958337064,26398
12,2,0.3,1,high,-0.6037937366910985,-17.657016729535076,-0.7990829207105115,-0.9920628976067527,1031.3212777827518,1.5469819166741283,26398
12,2,0.3,2,low,-0.7819111085315471,-3.1119243561282093,-0.2437593560351492,-0.575336388025206,1031.2508867751687,0.2062501773550338,26398
12,2,0.3,2,med,-0.7819111085315471,-9.489481602868375,-0.5711486659260898,-0.9220237303684126,1031.2508867751687,0.7734381650813766,26398
12,2,0.3,2,high,-0.7819111085315471,-17.98207950139888,-0.8021583387083632,-0.9924233988479506,1031.2508867751687,1.546876330162753,26398
12,4,0.1,1,low,-0.7931527214650497,-1.8803137196331101,-0.37252269987239217,-0.783676420155738,1268.6370179559058,0.25372740359118134,26398
12,4,0.1,1,med,-0.7931527214650497,-4.85787783014442,-0.6877669409443647,-0.9706352707857279,1268.6370179559058,0.9514777634669295,26398
12,4,0.1,1,high,-0.7931527214650497,-8.849317348594916,-0.8795033903938434,-0.9983025627882126,1268.6370179559058,1.9029555269338585,26398
12,4,0.1,2,low,-1.0354088747596275,-2.1363779552698032,-0.40480115579701814,-0.8013474378523046,1268.4526605550925,0.25369053211101855,26398
12,4,0.1,2,med,-1.0354088747596275,-5.152985630840717,-0.7037919121177008,-0.9746696237014048,1268.4526605550925,0.9513394954163195,26398
12,4,0.1,2,high,-1.0354088747596275,-9.19846403159739,-0.8856683466084975,-0.9985492141395591,1268.4526605550925,1.9026789908326391,26398
12,4,0.2,1,low,-0.4133598958357994,-2.075074966232465,-0.2575474466977905,-0.6108678138347655,1153.835030792376,0.23076700615847526,26398
12,4,0.2,1,med,-0.4133598958357994,-6.604000905908832,-0.6064597527822246,-0.9402788941023155,1153.835030792376,0.8653762730942821,26398
12,4,0.2,1,high,-0.4133598958357994,-12.546807806782226,-0.8344493786368586,-0.9955713516841087,1153.835030792376,1.7307525461885644,26398
12,4,0.2,2,low,-0.9316834753918923,-2.6082122621968042,-0.3082020228465415,-0.6826617618060269,1153.6928122260344,0.230738562445207,26398
12,4,0.2,2,med,-0.9316834753918923,-7.1826511048834165,-0.6332730774893325,-0.9515399200572039,1153.6928122260344,0.8652696091695258,26398
12,4,0.2,2,high,-0.9316834753918923,-13.193381381781814,-0.8457080773149426,-0.9964189452400882,1153.6928122260344,1.7305392183390518,26398
12,4,0.3,1,low,-0.40432258474305405,-2.4045976582527966,-0.22372300390183675,-0.5476731224486356,1031.3388755346477,0.2062677751069296,26398
12,4,0.3,1,med,-0.40432258474305405,-7.833684875242348,-0.5598396746463018,-0.9168185013559964,1031.3388755346477,0.7735041566509858,26398
12,4,0.3,1,high,-0.40432258474305405,-14.83708565073577,-0.7969993506335181,-0.9918122598646415,1031.3388755346477,1.5470083133019716,26398
12,4,0.3,2,low,-0.8376117311957633,-2.8563361543057395,-0.2569755071441989,-0.6026057846027232,1031.1980935194815,0.20623961870389634,26398
12,4,0.3,2,med,-0.8376117311957633,-8.344097828216574,-0.5786550574261307,-0.9269140960755393,1031.1980935194815,0.7733985701396109,26398
12,4,0.3,2,high,-0.8376117311957633,-15.435898572686481,-0.8056522424063193,-0.9928194858708695,1031.1980935194815,1.546797140279222,26398
24,1,0.1,1,low,-1.0681222527834706,-1.9934849604649159,-0.24701254994330568,-0.5826282491572827,636.4905980812922,0.12729811961625834,26398
24,1,0.1,1,med,-1.0681222527834706,-4.538021902938843,-0.4694262417520113,-0.8521336615858157,636.4905980812922,0.4773679485609692,26398
24,1,0.1,1,high,-1.0681222527834706,-8.007060533063173,-0.6708410475030029,-0.9648669126992296,636.4905980812922,0.9547358971219383,26398
24,1,0.1,2,low,-1.1674319033225342,-2.1039990893047213,-0.25562640038506046,-0.5992800007197617,636.4675534061905,0.12729351068123793,26398
24,1,0.1,2,med,-1.1674319033225342,-4.679389076235857,-0.47548922550812556,-0.8581916720206216,636.4675534061905,0.47735066505464285,26398
24,1,0.1,2,high,-1.1674319033225342,-8.19058534300801,-0.6745968781118694,-0.9660611353182386,636.4675534061905,0.9547013301092857,26398
24,1,0.2,1,low,-0.9296737880091929,-2.3115648770535984,-0.17782380417769805,-0.4514417925558404,574.9080629773005,0.11498161259546005,26398
24,1,0.2,1,med,-0.9296737880091929,-6.111362813389055,-0.40071223073407447,-0.7862476386907576,574.9080629773005,0.43118104723297535,26398
24,1,0.2,1,high,-0.9296737880091929,-11.291050915387382,-0.6106325131252626,-0.941714427556475,574.9080629773005,0.8623620944659509,26398
24,1,0.2,2,low,-1.114003230483426,-2.5051074384636505,-0.18979735170571244,-0.4766550366557464,574.8883103986419,0.11497766207972836,26398
24,1,0.2,2,med,-1.114003230483426,-6.330239084104486,-0.4094336872627594,-0.795485113068692,574.8883103986419,0.4311662327989814,26398
24,1,0.2,2,high,-1.114003230483426,-11.544448242671603,-0.6162935753716874,-0.9442309113849418,574.8883103986419,0.862332465597963,26398
24,1,0.3,1,low,-0.8448983081336378,-2.494254692592439,-0.14543265236724912,-0.38117828749774785,513.2129547346655,0.1026425909469331,26398
24,1,0.3,1,med,-0.8448983081336378,-7.029345100512454,-0.35560096808104835,-0.7339924929314674,513.2129547346655,0.38490971605099905,26398
24,1,0.3,1,high,-0.8448983081336378,-13.210255400022,-0.5614913580084149,-0.9166104171120669,513.2129547346655,0.7698194321019982,26398
24,1,0.3,2,low,-1.0717699492653765,-2.727770346866258,-0.15717072695014644,-0.40700195619214874,513.1953569827696,0.10263907139655391,26398
24,1,0.3,2,med,-1.0717699492653765,-7.281325496936376,-0.3644462823200595,-0.7448559513501458,513.1953569827696,0.3848965177370772,26398
24,1,0.3,2,high,-1.0717699492653765,-13.487848463949714,-0.5675050028444185,-0.9200092417805916,513.1953569827696,0.7697930354741545,26398
24,2,0.1,1,low,-1.130792893179047,-2.0073935654322823,-0.2609408326125955,-0.6048214564827463,637.1943806797204,0.12743887613594412,26398
24,2,0.1,1,med,-1.130792893179047,-4.415069982645435,-0.47945007221939506,-0.8611414687335306,637.1943806797204,0.47789578550979034,26398
24,2,0.1,1,high,-1.130792893179047,-7.683855307219138,-0.6772444057049993,-0.9669977737695666,637.1943806797204,0.9557915710195808,26398
24,2,0.1,2,low,-1.0942287979789946,-1.978395227181103,-0.2558651816660684,-0.596708579527035,637.1482913295172,0.12742965826590344,26398
24,2,0.1,2,med,-1.0942287979789946,-4.407623525080687,-0.475858932075495,-0.8581784926009547,637.1482913295172,0.47786121849713803,26398
24,2,0.1,2,high,-1.0942287979789946,-7.707345645527608,-0.6750041420629922,-0.9663180222093442,637.1482913295172,0.955722436994276,26398
24,2,0.2,1,low,-1.1661489478595433,-2.4758885429316835,-0.19841214827454556,-0.4902901082629316,574.8861037710031,0.11497722075420061,26398
24,2,0.2,1,med,-1.1661489478595433,-6.068027653048722,-0.4157200982267666,-0.8024412735102532,574.8861037710031,0.4311645778282523,26398
24,2,0.2,1,high,-1.1661489478595433,-10.919430608528371,-0.6203913479077663,-0.9460550381404296,574.8861037710031,0.8623291556565047,26398
24,2,0.2,2,low,-1.2592988444932363,-2.5712693899499732,-0.20481123709082294,-0.5036925452294634,574.846598613686,0.11496931972273716,26398
24,2,0.2,2,med,-1.2592988444932363,-6.173036055385485,-0.4203686573075506,-0.8072087609900936,574.846598613686,0.4311349489602644,26398
24,2,0.2,2,high,-1.2592988444932363,-11.045477214841373,-0.6233975710997219,-0.9473498070121557,574.846598613686,0.8622698979205289,26398
24,2,0.3,1,low,-0.9328685624730576,-2.498181610638261,-0.15294027681598799,-0.39623959862955316,513.3703486176952,0.10267406972353904,26398
24,2,0.3,1,med,-0.9328685624730576,-6.786962291743089,-0.3613242195927775,-0.7412181986235105,513.3703486176952,0.38502776146327133,26398
24,2,0.3,1,high,-0.9328685624730576,-12.556630695427742,-0.5654500763450396,-0.9188584475484255,513.3703486176952,0.7700555229265427,26398
24,2,0.3,2,low,-1.0429115444496693,-2.6114351209079967,-0.15892989912703337,-0.4102087950593367,513.3351531139035,0.1026670306227807,26398
24,2,0.3,2,med,-1.0429115444496693,-6.914917877501004,-0.3658253484641878,-0.7468738363177269,513.3351531139035,0.3850013648354277,26398
24,2,0.3,2,high,-1.0429115444496693,-12.71773033054251,-0.5684986945259549,-0.9205741672914726,513.3351531139035,0.7700027296708555,26398
24,4,0.1,1,low,-1.2332169876514931,-2.0069225802224295,-0.2908708995334093,-0.6549057361535102,636.5013006035812,0.12730026012071624,26398
24,4,0.1,1,med,-1.2332169876514931,-4.129499378087107,-0.5003512878533117,-0.8782592128868276,636.5013006035812,0.47737597545268584,26398
24,4,0.1,1,high,-1.2332169876514931,-6.99709314715631,-0.6900659817581523,-0.9708815978203816,636.5013006035812,0.9547519509053718,26398
24,4,0.1,2,low,-1.3928292442941215,-2.1683022116720165,-0.3088493951378104,-0.6800005913874219,636.4091219031745,0.12728182438063493,26398
24,4,0.1,2,med,-1.3928292442941215,-4.296321183546207,-0.5129909683308156,-0.8868845113053067,636.4091219031745,0.47730684142738095,26398
24,4,0.1,2,high,-1.3928292442941215,-7.172567044051591,-0.6978828393278806,-0.9729453516825203,636.4091219031745,0.954613682854762,26398
24,4,0.2,1,low,-1.0860644195782907,-2.2488901674546646,-0.20293085481435724,-0.5025319832010687,573.9151234400874,0.11478302468801752,26398
24,4,0.2,1,med,-1.0860644195782907,-5.4303420136279925,-0.41871370593486323,-0.8055700933284076,573.9151234400874,0.4304363425800655,26398
24,4,0.2,1,high,-1.0860644195782907,-9.681428834378279,-0.6220843758982688,-0.9467288692608035,573.9151234400874,0.8608726851601312,26398
24,4,0.2,2,low,-1.323274844155485,-2.48556029876324,-0.22145496529120012,-0.539305551939657,573.8361131254533,0.11476722262509069,26398
24,4,0.2,2,med,-1.323274844155485,-5.668531332767832,-0.43219417180945874,-0.8189416257785594,573.8361131254533,0.43037708484408993,26398
24,4,0.2,2,high,-1.323274844155485,-9.928416868209649,-0.6308229928459079,-0.9503551221372054,573.8361131254533,0.8607541696881799,26398
24,4,0.3,1,low,-0.9575816810223908,-2.3494002309799544,-0.16105451077621558,-0.4137964025062505,512.2554738995377,0.10245109477990762,26398
24,4,0.3,1,med,-0.9575816810223908,-6.150371652462282,-0.3670630919667499,-0.7483886467268416,512.2554738995377,0.3841916054246533,26398
24,4,0.3,1,high,-0.9575816810223908,-11.18826105054285,-0.5690155350607412,-0.9208668804455429,512.2554738995377,0.7683832108493067,26398
24,4,0.3,2,low,-1.1744932937558432,-2.5650995879526683,-0.17441224349964746,-0.44228631545495534,512.1850828919545,0.10243701657839095,26398
24,4,0.3,2,med,-1.1744932937558432,-6.365794127650795,-0.37711446793134507,-0.7601588380551328,512.1850828919545,0.3841388121689659,26398
24,4,0.3,2,high,-1.1744932937558432,-11.41007867440297,-0.5758353939445374,-0.9245676303616444,512.1850828919545,0.7682776243379319,26398
